Samples	meh	prkb	rbcl	rbcs	coxs	coxm	cutm	coxl	cutl	mct	abfd	acs	acss	acsb	nirk	nosz	norb	nirs	napa	nrfa	nira	narb	nasa	nr	hao	nit-6	nifk	nifd	nifh	pufm	peth	pete	petc	psba	psaa	apca	apcf	cpca	cpea	mpea	cpet	lhcb1	lhca1	sat	met3	apra	aprb	suox	sir	cysc	cysk	cysm	cysh	cysj	cysi	cysn	cysd
TSC230	0.0	0.0	95.7772	0.0	731.1875	432.8224	0.0	138.8184	88.961	0.0	0.0	0.0	0.0	0.0	188.8728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.3485	0.0	12.8756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.51776999999998	0.0	0.0	0.0	0.0	38.0495	662.3963700000003	290.27768000000003	444.3609	210.83103	86.9755	205.2536	42.46817	602.2224
TSC232	0.0	29.3472	87.8162	0.0	753.1900999999999	816.6891999999999	9.42846	110.6657	82.07169999999999	9.21087	0.0	0.0	0.0	0.0	16.3341	0.0	20.63469	0.0	9.73913	0.0	0.0	545.9	7.01435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.05344	97.1276	211.58	0.0	68.78806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.64333	21.4552	0.0	1211.4551	9.81842	81.35305000000001	737.83882	742.43376	424.7266100000001	301.06015	198.3391	269.19180000000006	80.8287	194.41968
TSC234	0.0	15.086	0.0	0.0	846.5060000000001	593.6858000000001	0.0	148.3296	129.00580000000002	0.0	93.1757	0.0	0.0	0.0	47.813500000000005	0.0	0.0	0.0	0.0	0.0	0.0	79.0734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.6098	0.0	208.4422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1524.4299	0.0	0.0	435.731	0.0	55.43764	365.1002	322.89539999999994	424.3065	300.20390000000003	28.7964	304.5552	91.1742	400.7191
TSC240	0.0	0.0	48.5814	0.0	219.50953	1296.0137000000002	47.5109	79.1197	15.905	0.0	0.0	0.0	0.0	0.0	90.415	20.2475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3337	17.6189	93.6828	0.0	14.4652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.6235	21.3216	0.0	0.0	0.0	34.306	759.09516	620.8913	780.8571	255.6121	72.2429	430.854	97.513	640.3522
TSC247	0.0	26.9621	22.4702	0.0	1169.1958	1902.83738	21.53932	173.3429	318.29197000000005	23.4891	273.3278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.6954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.9491	240.11626	20.70171	9.60178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1919.15925	18.5928	0.0	971.4788	0.0	0.0	1258.5129500000005	842.38179	460.58535	316.4916	336.9673	295.49148	73.87989999999999	460.0891
TSC256	0.0	172.0381	305.78270000000003	319.5638	909.5638	1942.95254	18.7259	761.0821000000001	338.1491	8.3171	81.9074	0.0	0.0	0.0	146.2641	0.0	0.0	0.0	322.391	0.0	0.0	30.4645	332.763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.553	249.7516	487.0343	297.59685	406.6678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1358.738	8.08305	0.0	613.134	0.0	0.0	1229.5174800000004	1161.4463400000002	1565.6645	899.65205	266.68910000000005	613.2644	193.8097	1062.49634
TSC263	0.0	35.9989	35.0342	0.0	365.11941	489.7116	0.0	162.7728	388.2639	0.0	128.7926	0.0	0.0	0.0	122.1619	0.0	0.0	0.0	0.0	0.0	47.7035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0657	41.5555	353.30050000000006	0.0	15.4077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	870.7306100000001	0.0	0.0	590.4109	0.0	6.64764	1085.0190199999995	695.6382599999998	655.83134	613.7952	76.1959	75.331	207.1865	575.3524000000001
TSC266	0.0	29.4753	0.0	0.0	450.444	1376.88005	0.0	349.1924	131.17858	0.0	75.3714	0.0	0.0	0.0	90.5365	11.1038	10.4282	0.0	23.28596	0.0	192.14	0.0	24.8873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.751	413.9768	0.0	31.5676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3111.6136	0.0	0.0	1537.9421	0.0	0.0	1478.6180800000002	820.81287	489.33083	252.0294	125.4161	437.23658	79.5224	707.52957
TSC269	0.0	131.28892	26.3223	0.0	48.5548	273.2031	0.0	97.6895	71.1678	26.626510000000003	0.0	0.0	0.0	0.0	86.2396	129.444	114.032	114.232	116.948	0.0	16.1392	0.0	129.357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.49855	1944.5808	0.0	64.23712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4573.014000000001	0.0	0.0	471.2467	0.0	0.0	996.05225	728.1121200000001	490.64161	527.6863700000001	397.4763400000001	617.9625000000001	45.3883	733.54349
TSC271	0.0	0.0	225.4638	0.0	208.5989	1843.7752	0.0	87.71520000000001	46.0923	16.9212	130.8114	0.0	0.0	0.0	60.2249	22.597	17.3543	17.8222	0.0	0.0	29.474	22.51878	20.1086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.8749	54.7949	277.4839	0.0	26.9601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	723.4153	12.6565	0.0	615.376	0.0	16.6429	1369.98404	944.3368999999998	320.2866	322.85467000000006	440.95661	214.9691	159.332	627.4000599999999
TSC275	0.0	16.4125	89.4533	7.87458	121.9224	1759.6028	0.0	22.4129	105.0865	45.1537	153.2686	0.0	0.0	0.0	22.2667	0.0	0.0	0.0	11.306	0.0	44.8468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.40362	1472.9399	0.0	40.8496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1017.1550600000002	0.0	0.0	0.0	0.0	87.8046	1241.23149	835.6641000000001	856.2615	411.1836	130.15434000000002	650.73342	286.69625	608.83132
TSC278	0.0	0.0	162.01888000000002	67.1692	47.2693	770.6022	0.0	78.779	138.1811	73.2284	126.0275	0.0	0.0	0.0	138.18900000000002	0.0	0.0	0.0	0.0	0.0	55.4067	30.7209	89.6757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0023	417.7379	69.2543	133.05700000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	786.7893	0.0	0.0	0.0	0.0	39.7387	1646.8881099999994	768.63374	1041.29072	274.89176000000003	519.19567	590.1925	210.2226	574.3057500000001
TSC284	0.0	0.0	22.0303	21.8642	352.7092	1144.5592	0.0	353.54970000000003	425.9425	0.0	11.6751	0.0	0.0	0.0	247.3862	0.0	0.0	6.85114	29.8531	0.0	0.0	0.0	52.6428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.93305	477.3196	21.8642	38.29758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	419.8029	17.5806	0.0	149.6387	0.0	16.3105	1023.10573	450.9183200000001	643.2741000000001	499.2306400000001	72.99758	113.1737	130.2781	312.6836
